uniprot,organism,ogt,organism_class,tm,n_datasets
O95295,Homo sapiens,37.0,mesophile,56.62,55
O95302,Homo sapiens,37.0,mesophile,51.23,55
O95336,Homo sapiens,37.0,mesophile,59.35,55
O95340,Homo sapiens,37.0,mesophile,47.155,55
O95347,Homo sapiens,37.0,mesophile,48.68,55
O95352,Homo sapiens,37.0,mesophile,51.005,55
O95361,Homo sapiens,37.0,mesophile,48.88,55
O95365,Homo sapiens,37.0,mesophile,55.015,55
O95372,Homo sapiens,37.0,mesophile,54.21,55
O95373,Homo sapiens,37.0,mesophile,52.88,55
O95376,Homo sapiens,37.0,mesophile,53.32,55
O95379,Homo sapiens,37.0,mesophile,54.275,55
O95394,Homo sapiens,37.0,mesophile,50.555,55
O95396,Homo sapiens,37.0,mesophile,49.22,55
O95399,Homo sapiens,37.0,mesophile,56.38,55
O95402,Homo sapiens,37.0,mesophile,52.725,55
O95425,Homo sapiens,37.0,mesophile,56.91,55
O95433,Homo sapiens,37.0,mesophile,52.565,55
O95453,Homo sapiens,37.0,mesophile,51.34,55
O95456,Homo sapiens,37.0,mesophile,57.805,55
O95466,Homo sapiens,37.0,mesophile,44.54,55
O95479,Homo sapiens,37.0,mesophile,51.57,55
O95486,Homo sapiens,37.0,mesophile,49.455,55
O95487,Homo sapiens,37.0,mesophile,48.65,55
O95544,Homo sapiens,37.0,mesophile,60.07,55
O95551,Homo sapiens,37.0,mesophile,49.55,55
O95571,Homo sapiens,37.0,mesophile,57.475,55
O95602,Homo sapiens,37.0,mesophile,52.56,55
O95619,Homo sapiens,37.0,mesophile,53.91,55
O95620,Homo sapiens,37.0,mesophile,56.3,55
O95628,Homo sapiens,37.0,mesophile,55.08,55
O95630,Homo sapiens,37.0,mesophile,50.655,55
O95671,Homo sapiens,37.0,mesophile,50.81,55
O95685,Homo sapiens,37.0,mesophile,50.63,55
O95707,Homo sapiens,37.0,mesophile,55.775,55
O95716,Homo sapiens,37.0,mesophile,57.835,55
O95747,Homo sapiens,37.0,mesophile,48.0,55
O95749,Homo sapiens,37.0,mesophile,57.985,55
O95757,Homo sapiens,37.0,mesophile,49.65,55
O95758,Homo sapiens,37.0,mesophile,46.57,55
O95759,Homo sapiens,37.0,mesophile,50.84,55
O95782,Homo sapiens,37.0,mesophile,54.17,55
O95786,Homo sapiens,37.0,mesophile,47.67,55
O95801,Homo sapiens,37.0,mesophile,48.955,55
O95816,Homo sapiens,37.0,mesophile,55.77,55
O95825,Homo sapiens,37.0,mesophile,59.77,55
O95831,Homo sapiens,37.0,mesophile,58.765,55
O95833,Homo sapiens,37.0,mesophile,51.35,55
O95834,Homo sapiens,37.0,mesophile,53.72,55
O95848,Homo sapiens,37.0,mesophile,58.01,55
O95861,Homo sapiens,37.0,mesophile,57.625,55
O95865,Homo sapiens,37.0,mesophile,56.775,55
O95881,Homo sapiens,37.0,mesophile,54.825,55
O95905,Homo sapiens,37.0,mesophile,49.615,55
O95985,Homo sapiens,37.0,mesophile,51.68,55
O95989,Homo sapiens,37.0,mesophile,55.885,55
O95994,Homo sapiens,37.0,mesophile,55.945,55
O96006,Homo sapiens,37.0,mesophile,52.64,55
O96007,Homo sapiens,37.0,mesophile,54.75,55
O96013,Homo sapiens,37.0,mesophile,50.97,55
O96017,Homo sapiens,37.0,mesophile,51.04,55
O96019,Homo sapiens,37.0,mesophile,51.65,55
O96033,Homo sapiens,37.0,mesophile,57.605,55
P00325,Homo sapiens,37.0,mesophile,60.09,55
P00338,Homo sapiens,37.0,mesophile,59.01,55
P00352,Homo sapiens,37.0,mesophile,61.04,55
P00374,Homo sapiens,37.0,mesophile,46.06,55
P00387,Homo sapiens,37.0,mesophile,54.39,55
P00450,Homo sapiens,37.0,mesophile,55.11,55
P00491,Homo sapiens,37.0,mesophile,65.49,55
P00505,Homo sapiens,37.0,mesophile,65.84,55
P00519,Homo sapiens,37.0,mesophile,49.11,55
P00558,Homo sapiens,37.0,mesophile,52.78,55
P00568,Homo sapiens,37.0,mesophile,51.915,55
P00813,Homo sapiens,37.0,mesophile,60.24,55
P00966,Homo sapiens,37.0,mesophile,51.35,55
P01009,Homo sapiens,37.0,mesophile,61.92,55
P01024,Homo sapiens,37.0,mesophile,58.07,55
P01034,Homo sapiens,37.0,mesophile,61.255,55
P01111,Homo sapiens,37.0,mesophile,58.475,55
P01116,Homo sapiens,37.0,mesophile,57.145,55
P01130,Homo sapiens,37.0,mesophile,62.255,55
P01137,Homo sapiens,37.0,mesophile,56.95,55
P01859,Homo sapiens,37.0,mesophile,60.505,55
P02462,Homo sapiens,37.0,mesophile,58.59,55
P02545,Homo sapiens,37.0,mesophile,57.13,55
P02763,Homo sapiens,37.0,mesophile,56.17,55
P02771,Homo sapiens,37.0,mesophile,63.74,55
P02786,Homo sapiens,37.0,mesophile,59.15,55
P02790,Homo sapiens,37.0,mesophile,61.65,55
P02794,Homo sapiens,37.0,mesophile,53.29,55
P04066,Homo sapiens,37.0,mesophile,58.81,55
P04075,Homo sapiens,37.0,mesophile,63.29,55
P04080,Homo sapiens,37.0,mesophile,55.885,55
P04083,Homo sapiens,37.0,mesophile,49.585,55
P04181,Homo sapiens,37.0,mesophile,51.9,55
P04264,Homo sapiens,37.0,mesophile,43.16,55
P04350,Homo sapiens,37.0,mesophile,55.08,55
P04406,Homo sapiens,37.0,mesophile,59.63,55
P04424,Homo sapiens,37.0,mesophile,56.71,55
P04626,Homo sapiens,37.0,mesophile,54.715,55
P04632,Homo sapiens,37.0,mesophile,58.16,55
P04792,Homo sapiens,37.0,mesophile,48.39,55
P04818,Homo sapiens,37.0,mesophile,48.225,55
P04899,Homo sapiens,37.0,mesophile,52.84,55
P05091,Homo sapiens,37.0,mesophile,53.145,55
P05121,Homo sapiens,37.0,mesophile,55.9,55
P05161,Homo sapiens,37.0,mesophile,50.305,55
P05165,Homo sapiens,37.0,mesophile,52.88,55
P05198,Homo sapiens,37.0,mesophile,53.595,55
P05388,Homo sapiens,37.0,mesophile,50.98,55
P05423,Homo sapiens,37.0,mesophile,50.255,55
P05455,Homo sapiens,37.0,mesophile,53.275,55
P05783,Homo sapiens,37.0,mesophile,56.29,55
P05787,Homo sapiens,37.0,mesophile,58.995,55
P06132,Homo sapiens,37.0,mesophile,59.54,55
P06280,Homo sapiens,37.0,mesophile,52.08,55
P06400,Homo sapiens,37.0,mesophile,52.35,55
P06493,Homo sapiens,37.0,mesophile,48.455,55
P06576,Homo sapiens,37.0,mesophile,48.995,55
P06730,Homo sapiens,37.0,mesophile,49.87,55
P06733,Homo sapiens,37.0,mesophile,59.71,55
P06737,Homo sapiens,37.0,mesophile,56.45,55
P06744,Homo sapiens,37.0,mesophile,54.675,55
P06865,Homo sapiens,37.0,mesophile,55.435,55
P07148,Homo sapiens,37.0,mesophile,67.3,55
P07195,Homo sapiens,37.0,mesophile,62.17,55
P07199,Homo sapiens,37.0,mesophile,51.77,55
P07203,Homo sapiens,37.0,mesophile,58.3,55
P07205,Homo sapiens,37.0,mesophile,53.14,55
P07305,Homo sapiens,37.0,mesophile,57.625,55
P07311,Homo sapiens,37.0,mesophile,60.85,55
P07355,Homo sapiens,37.0,mesophile,53.165,55
P07384,Homo sapiens,37.0,mesophile,59.85,55
P07498,Homo sapiens,37.0,mesophile,66.49,55
P07686,Homo sapiens,37.0,mesophile,56.525,55
P07711,Homo sapiens,37.0,mesophile,55.51,55
P07737,Homo sapiens,37.0,mesophile,53.875,55
P07738,Homo sapiens,37.0,mesophile,55.95,55
P07741,Homo sapiens,37.0,mesophile,57.845,55
P07814,Homo sapiens,37.0,mesophile,48.25,55
P07858,Homo sapiens,37.0,mesophile,53.37,55
P07900,Homo sapiens,37.0,mesophile,51.39,55
P07902,Homo sapiens,37.0,mesophile,56.075,55
P07942,Homo sapiens,37.0,mesophile,63.2,55
P07947,Homo sapiens,37.0,mesophile,49.08,55
P07954,Homo sapiens,37.0,mesophile,51.675,55
P07992,Homo sapiens,37.0,mesophile,50.6,55
P07996,Homo sapiens,37.0,mesophile,52.46,55
P08107,Homo sapiens,37.0,mesophile,53.945,55
P08133,Homo sapiens,37.0,mesophile,50.56,55
P08237,Homo sapiens,37.0,mesophile,61.99,55
P08238,Homo sapiens,37.0,mesophile,51.405,55
P08240,Homo sapiens,37.0,mesophile,49.81,55
P08243,Homo sapiens,37.0,mesophile,53.61,55
P08559,Homo sapiens,37.0,mesophile,48.765,55
P08572,Homo sapiens,37.0,mesophile,59.6,55
P08579,Homo sapiens,37.0,mesophile,57.785,55
P08581,Homo sapiens,37.0,mesophile,51.28,55
P08582,Homo sapiens,37.0,mesophile,57.7,55
P08621,Homo sapiens,37.0,mesophile,51.605,55
P08651,Homo sapiens,37.0,mesophile,53.99,55
P08727,Homo sapiens,37.0,mesophile,61.785,55
P08729,Homo sapiens,37.0,mesophile,57.45,55
P08754,Homo sapiens,37.0,mesophile,52.66,55
P09012,Homo sapiens,37.0,mesophile,58.48,55
P09038,Homo sapiens,37.0,mesophile,55.27,55
P09110,Homo sapiens,37.0,mesophile,56.935,55
P09132,Homo sapiens,37.0,mesophile,49.905,55
P09382,Homo sapiens,37.0,mesophile,58.32,55
P09417,Homo sapiens,37.0,mesophile,56.29,55
P09455,Homo sapiens,37.0,mesophile,53.6,55
P09525,Homo sapiens,37.0,mesophile,49.84,55
P09543,Homo sapiens,37.0,mesophile,50.89,55
P09601,Homo sapiens,37.0,mesophile,55.04,55
P09661,Homo sapiens,37.0,mesophile,57.54,55
P09668,Homo sapiens,37.0,mesophile,60.955,55
P09874,Homo sapiens,37.0,mesophile,48.29,55
P09884,Homo sapiens,37.0,mesophile,51.0,55
P09936,Homo sapiens,37.0,mesophile,54.57,55
P09960,Homo sapiens,37.0,mesophile,55.925,55
P09972,Homo sapiens,37.0,mesophile,58.6,55
P0C7T5,Homo sapiens,37.0,mesophile,50.325,55
P0CW22,Homo sapiens,37.0,mesophile,54.39,55
P0DI82,Homo sapiens,37.0,mesophile,50.955,55
P10070,Homo sapiens,37.0,mesophile,60.205,55
P10155,Homo sapiens,37.0,mesophile,59.355,55
P10253,Homo sapiens,37.0,mesophile,58.145,55
P10301,Homo sapiens,37.0,mesophile,55.79,55
P10398,Homo sapiens,37.0,mesophile,48.9,55
P10515,Homo sapiens,37.0,mesophile,56.705,55
P10586,Homo sapiens,37.0,mesophile,51.275,55
P10619,Homo sapiens,37.0,mesophile,53.11,55
P10644,Homo sapiens,37.0,mesophile,49.535,55
P10746,Homo sapiens,37.0,mesophile,51.035,55
P10768,Homo sapiens,37.0,mesophile,56.09,55
P10809,Homo sapiens,37.0,mesophile,55.975,55
P10909,Homo sapiens,37.0,mesophile,53.16,55
P11021,Homo sapiens,37.0,mesophile,55.6,55
P11047,Homo sapiens,37.0,mesophile,54.43,55
P11117,Homo sapiens,37.0,mesophile,60.65,55
P11137,Homo sapiens,37.0,mesophile,56.425,55
P11142,Homo sapiens,37.0,mesophile,54.505,55
P11172,Homo sapiens,37.0,mesophile,53.05,55
P11177,Homo sapiens,37.0,mesophile,48.93,55
P11182,Homo sapiens,37.0,mesophile,55.605,55
P11216,Homo sapiens,37.0,mesophile,54.6,55
P11233,Homo sapiens,37.0,mesophile,59.075,55
P11274,Homo sapiens,37.0,mesophile,48.46,55
P11310,Homo sapiens,37.0,mesophile,51.465,55
P11387,Homo sapiens,37.0,mesophile,46.89,55
P11413,Homo sapiens,37.0,mesophile,53.45,55
P11441,Homo sapiens,37.0,mesophile,53.18,55
P11498,Homo sapiens,37.0,mesophile,48.36,55
P11586,Homo sapiens,37.0,mesophile,50.64,55
P11766,Homo sapiens,37.0,mesophile,59.04,55
P11802,Homo sapiens,37.0,mesophile,48.96,55
P11908,Homo sapiens,37.0,mesophile,57.51,55
P11940,Homo sapiens,37.0,mesophile,51.29,55
P12004,Homo sapiens,37.0,mesophile,55.635,55
P12109,Homo sapiens,37.0,mesophile,55.65,55
P12270,Homo sapiens,37.0,mesophile,54.89,55
P12277,Homo sapiens,37.0,mesophile,51.03,55
P12429,Homo sapiens,37.0,mesophile,51.67,55
P12532,Homo sapiens,37.0,mesophile,51.86,55
P12694,Homo sapiens,37.0,mesophile,48.64,55
P12814,Homo sapiens,37.0,mesophile,57.93,55
P12931,Homo sapiens,37.0,mesophile,52.51,55
P12955,Homo sapiens,37.0,mesophile,55.5,55
P12956,Homo sapiens,37.0,mesophile,49.7,55
P13010,Homo sapiens,37.0,mesophile,46.98,55
P13051,Homo sapiens,37.0,mesophile,50.95,55
P13056,Homo sapiens,37.0,mesophile,49.32,55
P13489,Homo sapiens,37.0,mesophile,54.325,55
P13639,Homo sapiens,37.0,mesophile,56.955,55
P13667,Homo sapiens,37.0,mesophile,52.115,55
P13674,Homo sapiens,37.0,mesophile,51.53,55
P13693,Homo sapiens,37.0,mesophile,52.74,55
P13797,Homo sapiens,37.0,mesophile,56.61,55
P13798,Homo sapiens,37.0,mesophile,62.76,55
P13804,Homo sapiens,37.0,mesophile,52.95,55
P13807,Homo sapiens,37.0,mesophile,56.645,55
P13861,Homo sapiens,37.0,mesophile,51.78,55
P13928,Homo sapiens,37.0,mesophile,50.035,55
P13929,Homo sapiens,37.0,mesophile,58.79,55
P13984,Homo sapiens,37.0,mesophile,54.09,55
P13995,Homo sapiens,37.0,mesophile,53.64,55
P14174,Homo sapiens,37.0,mesophile,65.23,55
P14324,Homo sapiens,37.0,mesophile,48.305,55
P14550,Homo sapiens,37.0,mesophile,51.25,55
P14618,Homo sapiens,37.0,mesophile,58.355,55
P14621,Homo sapiens,37.0,mesophile,58.0,55
P14625,Homo sapiens,37.0,mesophile,53.045,55
P14635,Homo sapiens,37.0,mesophile,54.145,55
P14678,Homo sapiens,37.0,mesophile,61.78,55
P14735,Homo sapiens,37.0,mesophile,51.075,55
P14866,Homo sapiens,37.0,mesophile,48.99,55
P14868,Homo sapiens,37.0,mesophile,51.255,55
P14923,Homo sapiens,37.0,mesophile,53.57,55
P15056,Homo sapiens,37.0,mesophile,49.835,55
P15121,Homo sapiens,37.0,mesophile,54.12,55
P15151,Homo sapiens,37.0,mesophile,56.53,55
P15170,Homo sapiens,37.0,mesophile,53.92,55
P15289,Homo sapiens,37.0,mesophile,58.695,55
P15311,Homo sapiens,37.0,mesophile,53.27,55
P15374,Homo sapiens,37.0,mesophile,53.33,55
P15428,Homo sapiens,37.0,mesophile,49.805,55
P15531,Homo sapiens,37.0,mesophile,62.5,55
P15735,Homo sapiens,37.0,mesophile,50.035,55
P15822,Homo sapiens,37.0,mesophile,59.84,55
P15848,Homo sapiens,37.0,mesophile,59.15,55
P15880,Homo sapiens,37.0,mesophile,50.55,55
P15882,Homo sapiens,37.0,mesophile,50.72,55
P15924,Homo sapiens,37.0,mesophile,51.12,55
P15927,Homo sapiens,37.0,mesophile,55.885,55
P16144,Homo sapiens,37.0,mesophile,55.38,55
P16152,Homo sapiens,37.0,mesophile,53.905,55
P16278,Homo sapiens,37.0,mesophile,51.45,55
P16298,Homo sapiens,37.0,mesophile,53.0,55
P16333,Homo sapiens,37.0,mesophile,49.83,55
P16383,Homo sapiens,37.0,mesophile,50.135,55
P16403,Homo sapiens,37.0,mesophile,63.42,55
P16455,Homo sapiens,37.0,mesophile,51.475,55
P16885,Homo sapiens,37.0,mesophile,47.72,55
P16930,Homo sapiens,37.0,mesophile,65.19,55
P17028,Homo sapiens,37.0,mesophile,52.22,55
P17050,Homo sapiens,37.0,mesophile,57.33,55
P17066,Homo sapiens,37.0,mesophile,54.46,55
P17174,Homo sapiens,37.0,mesophile,66.76,55
P17252,Homo sapiens,37.0,mesophile,49.935,55
P17302,Homo sapiens,37.0,mesophile,61.51,55
P17480,Homo sapiens,37.0,mesophile,52.86,55
P17516,Homo sapiens,37.0,mesophile,49.8,55
P17612,Homo sapiens,37.0,mesophile,52.515,55
P17655,Homo sapiens,37.0,mesophile,55.555,55
P17706,Homo sapiens,37.0,mesophile,49.81,55
P17707,Homo sapiens,37.0,mesophile,52.97,55
P17812,Homo sapiens,37.0,mesophile,51.76,55
P17858,Homo sapiens,37.0,mesophile,56.425,55
P17900,Homo sapiens,37.0,mesophile,58.135,55
P17931,Homo sapiens,37.0,mesophile,54.575,55
P17987,Homo sapiens,37.0,mesophile,56.785,55
P18031,Homo sapiens,37.0,mesophile,48.285,55
P18077,Homo sapiens,37.0,mesophile,57.08,55
P18084,Homo sapiens,37.0,mesophile,55.85,55
P18085,Homo sapiens,37.0,mesophile,51.41,55
P18124,Homo sapiens,37.0,mesophile,55.69,55
P18206,Homo sapiens,37.0,mesophile,62.245,55
P18283,Homo sapiens,37.0,mesophile,52.84,55
P18440,Homo sapiens,37.0,mesophile,48.38,55
P18669,Homo sapiens,37.0,mesophile,60.1,55
P18858,Homo sapiens,37.0,mesophile,48.885,55
P18887,Homo sapiens,37.0,mesophile,49.83,55
P19105,Homo sapiens,37.0,mesophile,57.66,55
P19174,Homo sapiens,37.0,mesophile,49.01,55
P19367,Homo sapiens,37.0,mesophile,50.88,55
P19387,Homo sapiens,37.0,mesophile,48.48,55
P19388,Homo sapiens,37.0,mesophile,49.62,55
P19404,Homo sapiens,37.0,mesophile,59.685,55
P19419,Homo sapiens,37.0,mesophile,50.075,55
P19440,Homo sapiens,37.0,mesophile,56.42,55
P19447,Homo sapiens,37.0,mesophile,48.17,55
P19525,Homo sapiens,37.0,mesophile,47.15,55
P19532,Homo sapiens,37.0,mesophile,49.675,55
P19623,Homo sapiens,37.0,mesophile,50.96,55
P19784,Homo sapiens,37.0,mesophile,52.14,55
P19838,Homo sapiens,37.0,mesophile,50.155,55
P19971,Homo sapiens,37.0,mesophile,59.94,55
P20042,Homo sapiens,37.0,mesophile,54.565,55
P20248,Homo sapiens,37.0,mesophile,56.12,55
P20337,Homo sapiens,37.0,mesophile,52.85,55
P20338,Homo sapiens,37.0,mesophile,58.21,55
P20340,Homo sapiens,37.0,mesophile,53.83,55
P20585,Homo sapiens,37.0,mesophile,49.43,55
P20742,Homo sapiens,37.0,mesophile,56.87,55
P20749,Homo sapiens,37.0,mesophile,48.75,55
P20839,Homo sapiens,37.0,mesophile,56.28,55
P20908,Homo sapiens,37.0,mesophile,57.29,55
P20936,Homo sapiens,37.0,mesophile,51.115,55
P21127,Homo sapiens,37.0,mesophile,47.695,55
P21266,Homo sapiens,37.0,mesophile,48.59,55
P21281,Homo sapiens,37.0,mesophile,56.37,55
P21283,Homo sapiens,37.0,mesophile,51.84,55
P21333,Homo sapiens,37.0,mesophile,49.86,55
P21359,Homo sapiens,37.0,mesophile,50.28,55
P21399,Homo sapiens,37.0,mesophile,52.495,55
P21549,Homo sapiens,37.0,mesophile,58.655,55
P21580,Homo sapiens,37.0,mesophile,52.15,55
P21953,Homo sapiens,37.0,mesophile,53.05,55
P21964,Homo sapiens,37.0,mesophile,51.27,55
P21980,Homo sapiens,37.0,mesophile,51.93,55
P22033,Homo sapiens,37.0,mesophile,52.175,55
P22059,Homo sapiens,37.0,mesophile,53.825,55
P22061,Homo sapiens,37.0,mesophile,54.1,55
P22087,Homo sapiens,37.0,mesophile,51.715,55
P22102,Homo sapiens,37.0,mesophile,50.02,55
P22307,Homo sapiens,37.0,mesophile,54.42,55
P22314,Homo sapiens,37.0,mesophile,48.325,55
P22392,Homo sapiens,37.0,mesophile,61.2,55
P22570,Homo sapiens,37.0,mesophile,47.88,55
P22626,Homo sapiens,37.0,mesophile,53.335,55
P22670,Homo sapiens,37.0,mesophile,52.67,55
P22676,Homo sapiens,37.0,mesophile,60.77,55
P22681,Homo sapiens,37.0,mesophile,56.305,55
P22694,Homo sapiens,37.0,mesophile,50.76,55
P22830,Homo sapiens,37.0,mesophile,50.97,55
P22897,Homo sapiens,37.0,mesophile,69.82,55
P23025,Homo sapiens,37.0,mesophile,50.11,55
P23141,Homo sapiens,37.0,mesophile,54.335,55
P23142,Homo sapiens,37.0,mesophile,57.51,55
P23193,Homo sapiens,37.0,mesophile,53.98,55
P23246,Homo sapiens,37.0,mesophile,50.54,55
P23258,Homo sapiens,37.0,mesophile,52.215,55
P23284,Homo sapiens,37.0,mesophile,51.265,55
P23368,Homo sapiens,37.0,mesophile,52.82,55
P23378,Homo sapiens,37.0,mesophile,57.175,55
P23396,Homo sapiens,37.0,mesophile,50.07,55
P23409,Homo sapiens,37.0,mesophile,55.23,55
P23458,Homo sapiens,37.0,mesophile,53.48,55
P23511,Homo sapiens,37.0,mesophile,57.84,55
P23526,Homo sapiens,37.0,mesophile,58.23,55
P23528,Homo sapiens,37.0,mesophile,55.85,55
P23610,Homo sapiens,37.0,mesophile,51.005,55
P23743,Homo sapiens,37.0,mesophile,47.63,55
P23919,Homo sapiens,37.0,mesophile,53.53,55
P23921,Homo sapiens,37.0,mesophile,52.55,55
P24385,Homo sapiens,37.0,mesophile,52.78,55
P24666,Homo sapiens,37.0,mesophile,52.24,55
P24752,Homo sapiens,37.0,mesophile,53.32,55
P24844,Homo sapiens,37.0,mesophile,58.97,55
P24928,Homo sapiens,37.0,mesophile,51.97,55
P24941,Homo sapiens,37.0,mesophile,51.48,55
P25098,Homo sapiens,37.0,mesophile,51.165,55
P25205,Homo sapiens,37.0,mesophile,52.66,55
P25398,Homo sapiens,37.0,mesophile,54.195,55
P25685,Homo sapiens,37.0,mesophile,49.11,55
P25686,Homo sapiens,37.0,mesophile,57.245,55
P25705,Homo sapiens,37.0,mesophile,48.81,55
P26038,Homo sapiens,37.0,mesophile,52.955,55
P26045,Homo sapiens,37.0,mesophile,48.05,55
P26196,Homo sapiens,37.0,mesophile,51.535,55
P26358,Homo sapiens,37.0,mesophile,53.045,55
P26368,Homo sapiens,37.0,mesophile,53.4,55
P26373,Homo sapiens,37.0,mesophile,55.56,55
P26374,Homo sapiens,37.0,mesophile,54.56,55
P26440,Homo sapiens,37.0,mesophile,56.56,55
P26447,Homo sapiens,37.0,mesophile,57.79,55
P26599,Homo sapiens,37.0,mesophile,49.705,55
P26639,Homo sapiens,37.0,mesophile,51.83,55
P26640,Homo sapiens,37.0,mesophile,47.125,55
P26641,Homo sapiens,37.0,mesophile,50.74,55
P26885,Homo sapiens,37.0,mesophile,55.355,55
P27144,Homo sapiens,37.0,mesophile,52.76,55
P27348,Homo sapiens,37.0,mesophile,53.575,55
P27361,Homo sapiens,37.0,mesophile,50.275,55
P27448,Homo sapiens,37.0,mesophile,49.21,55
P27540,Homo sapiens,37.0,mesophile,51.85,55
P27635,Homo sapiens,37.0,mesophile,52.875,55
P27694,Homo sapiens,37.0,mesophile,51.32,55
P27695,Homo sapiens,37.0,mesophile,49.105,55
P27707,Homo sapiens,37.0,mesophile,53.185,55
P27797,Homo sapiens,37.0,mesophile,50.33,55
P27824,Homo sapiens,37.0,mesophile,48.97,55
P27986,Homo sapiens,37.0,mesophile,50.91,55
P28065,Homo sapiens,37.0,mesophile,68.395,55
P28331,Homo sapiens,37.0,mesophile,49.065,55
P28340,Homo sapiens,37.0,mesophile,52.855,55
P28482,Homo sapiens,37.0,mesophile,54.82,55
P28562,Homo sapiens,37.0,mesophile,48.39,55
P28702,Homo sapiens,37.0,mesophile,45.81,55
P28715,Homo sapiens,37.0,mesophile,52.535,55
P28749,Homo sapiens,37.0,mesophile,50.22,55
P28838,Homo sapiens,37.0,mesophile,55.19,55
P29034,Homo sapiens,37.0,mesophile,61.57,55
P29083,Homo sapiens,37.0,mesophile,49.74,55
P29084,Homo sapiens,37.0,mesophile,49.65,55
P29144,Homo sapiens,37.0,mesophile,49.65,55
P29323,Homo sapiens,37.0,mesophile,54.78,55
P29350,Homo sapiens,37.0,mesophile,47.79,55
P29353,Homo sapiens,37.0,mesophile,54.69,55
P29372,Homo sapiens,37.0,mesophile,50.95,55
P29373,Homo sapiens,37.0,mesophile,52.945,55
P29401,Homo sapiens,37.0,mesophile,65.98,55
P29590,Homo sapiens,37.0,mesophile,51.49,55
P29692,Homo sapiens,37.0,mesophile,49.62,55
P30038,Homo sapiens,37.0,mesophile,49.85,55
P30039,Homo sapiens,37.0,mesophile,56.62,55
P30040,Homo sapiens,37.0,mesophile,53.855,55
P30041,Homo sapiens,37.0,mesophile,54.61,55
P30043,Homo sapiens,37.0,mesophile,50.41,55
P30044,Homo sapiens,37.0,mesophile,58.2,55
P30046,Homo sapiens,37.0,mesophile,64.585,55
P30050,Homo sapiens,37.0,mesophile,51.89,55
P30084,Homo sapiens,37.0,mesophile,52.67,55
P30085,Homo sapiens,37.0,mesophile,51.47,55
P30086,Homo sapiens,37.0,mesophile,59.46,55
P30153,Homo sapiens,37.0,mesophile,53.39,55
P30154,Homo sapiens,37.0,mesophile,47.025,55
P30260,Homo sapiens,37.0,mesophile,55.005,55
P30281,Homo sapiens,37.0,mesophile,52.95,55
P30405,Homo sapiens,37.0,mesophile,52.71,55
P30419,Homo sapiens,37.0,mesophile,51.645,55
P30519,Homo sapiens,37.0,mesophile,49.73,55
P30520,Homo sapiens,37.0,mesophile,56.62,55
P30530,Homo sapiens,37.0,mesophile,52.42,55
P30566,Homo sapiens,37.0,mesophile,60.12,55
P30613,Homo sapiens,37.0,mesophile,60.42,55
P30740,Homo sapiens,37.0,mesophile,52.96,55
P30837,Homo sapiens,37.0,mesophile,50.015,55
P30838,Homo sapiens,37.0,mesophile,49.36,55
P31040,Homo sapiens,37.0,mesophile,57.7,55
P31146,Homo sapiens,37.0,mesophile,49.06,55
P31150,Homo sapiens,37.0,mesophile,53.76,55
P31153,Homo sapiens,37.0,mesophile,56.44,55
P31321,Homo sapiens,37.0,mesophile,50.91,55
P31327,Homo sapiens,37.0,mesophile,53.06,55
P31350,Homo sapiens,37.0,mesophile,63.34,55
P31689,Homo sapiens,37.0,mesophile,53.94,55
P31749,Homo sapiens,37.0,mesophile,49.74,55
P31751,Homo sapiens,37.0,mesophile,51.04,55
P31937,Homo sapiens,37.0,mesophile,61.32,55
P31939,Homo sapiens,37.0,mesophile,51.385,55
P31942,Homo sapiens,37.0,mesophile,48.7,55
P31943,Homo sapiens,37.0,mesophile,52.865,55
P31946,Homo sapiens,37.0,mesophile,56.205,55
P31947,Homo sapiens,37.0,mesophile,56.285,55
P32019,Homo sapiens,37.0,mesophile,48.79,55
P32121,Homo sapiens,37.0,mesophile,50.07,55
P32321,Homo sapiens,37.0,mesophile,61.72,55
P32322,Homo sapiens,37.0,mesophile,58.95,55
P32780,Homo sapiens,37.0,mesophile,49.32,55
